Plan_Size,Storeys,Soil_Profile,Roof_Displacement_mm,Storey_Drift_mm,Beam_Bending_Moment_kNm,Column_Axial_Force_kN,Base_Shear_kN,Bay_Number,Height_m,Aspect_Ratio
4x4,12.0,MHMD2,391.04379253871093,31.342601632826206,54.26616901031047,101.51499776266587,733.6670925055887,4.0,36.0,9.0
4x4,12.0,HBLD1,382.8165164490593,32.216489817870745,54.7525038433964,99.82462161960504,737.636652248566,4.0,36.0,9.0
4x4,11.0,HBLD2,122.64832270956721,9.798510657940485,36.6951875055936,96.79170873159595,750.3584987440465,3.0,33.0,11.0
6x6,4.0,FBLS,25.27008145953682,6.462744708338327,26.279391653550213,68.80453649867769,1321.9902361554111,6.0,12.0,2.0
6x6,4.0,SFLD1,37.551477185739074,9.437020952675713,49.57281535765318,61.1530942082931,866.7280885511183,6.0,12.0,2.0
6x6,4.0,SFLD2,60.286707176580535,9.288928713116201,49.43319146832152,60.16533481474911,873.8349815161279,6.0,12.0,2.0
6x6,4.0,MHMD1,39.716750152531446,8.914651202695516,49.38489140979323,58.94945031572837,848.385180861516,6.0,12.0,2.0
6x6,4.0,MHMD2,36.1324794959649,7.410892499400596,47.84963122614414,61.29479244756611,909.3641495766014,6.0,12.0,2.0
6x6,4.0,HBLD1,37.61907497429579,7.829295312910812,48.39819603343811,59.87003287484076,931.7319072248084,6.0,12.0,2.0
6x6,4.0,HBLD2,28.277795010209505,7.383816083707167,27.457855676366542,77.93168004183426,1274.6125090428634,5.0,12.0,2.4
4x4,4.0,FBLS,30.524707307031512,7.533064654103203,29.089285844219045,75.73507162981466,675.2876455987597,4.0,12.0,3.0
4x4,4.0,SFLD1,55.26972093674356,9.510392577155253,46.99632150180061,79.12545137483386,418.06994548264026,4.0,12.0,3.0
4x4,5.0,SFLD2,62.601922106837,11.001711504252805,46.09576531199926,79.07749611113988,397.244569644488,4.0,15.0,3.75
4x4,4.0,MHMD1,46.858502844453,10.45433868975396,46.41078341311324,79.48250830965002,401.12401063857925,4.0,12.0,3.0
4x4,3.0,MHMD2,41.03606586110806,10.03038683779583,45.82467033921685,80.66609162345593,427.4603383246731,4.0,9.0,2.25
4x4,4.0,HBLD1,50.54869287931724,8.100623122214147,44.958984471855985,81.18699586265292,434.91629151888014,4.0,12.0,3.0
4x4,4.0,HBLD2,28.481877175514786,6.138852278811378,28.692299655804124,93.9931860855807,629.3361481207095,5.0,12.0,2.4
4x4,6.0,FBLS,45.5824859395148,7.130838125446418,29.335739471304027,77.04052012436468,653.1501165730335,4.0,18.0,4.5
4x4,5.0,SFLD1,107.69968534281234,15.571127752187037,43.78863413241184,89.38303303417561,504.5570980416926,5.0,15.0,3.0
4x4,7.0,SFLD2,116.82724930239701,15.065509767841368,44.742204074658304,90.66948869588323,498.99147708574714,6.0,21.0,3.5
4x4,6.0,MHMD1,103.30543761656071,15.608270706862578,44.21601787172219,88.63003506684124,494.2389681238705,4.0,18.0,4.5
4x4,5.0,MHMD2,79.22714078714417,13.877708675449828,43.7775537683648,90.84433600092957,490.4093428128778,4.0,15.0,3.75
4x4,6.0,HBLD1,91.492360099501,13.727426545109692,43.03157798901392,90.10407274567005,516.0707492747702,4.0,18.0,4.5
4x4,6.0,HBLD2,40.09769419684323,7.519219499788883,30.322110209543407,94.57110046135895,616.0101886092579,5.0,18.0,3.6
4x4,8.0,FBLS,52.4466438108653,7.255565920283359,28.12317718768233,80.18922841603953,628.9508783957123,4.0,24.0,6.0
4x4,9.0,SFLD1,190.60877985382035,21.176978358926092,47.251626747712265,95.8628313421792,582.839369955591,4.0,27.0,6.75
4x4,8.0,SFLD2,182.55294551896012,21.44360766910668,46.382287637377296,95.06307972665437,571.7307614410196,4.0,24.0,6.0
4x4,7.0,MHMD1,179.36025459262342,20.981834394807592,47.74720276475585,94.66796506856399,580.1666409234784,4.0,21.0,5.25
4x4,7.0,MHMD2,157.42792603231567,18.185984785148513,46.077346580291035,94.48074972691889,576.5209310585466,4.0,21.0,5.25
4x4,9.0,HBLD1,142.38661682319938,18.805154597357404,47.00241475709358,95.2652280187396,576.3459580429477,4.0,27.0,6.75
4x4,8.0,HBLD2,53.34282168315087,7.279383095625819,29.35540194254173,95.58709443121978,589.9874362622916,4.0,24.0,6.0
4x4,10.0,FBLS,62.798290103655404,7.518465640978552,29.0075105329833,81.48691880398346,653.7120146555933,4.0,30.0,7.5
4x4,10.0,SFLD1,309.3283363389129,28.864111029217955,51.483840507784016,97.92868079430941,650.8863835931912,4.0,30.0,7.5
4x4,9.0,SFLD2,290.1669372198781,28.831066542953533,50.27759015429459,96.42322967342349,667.5728061965889,4.0,27.0,6.75
4x4,10.0,MHMD1,303.57269850987774,28.547384609526905,50.61012219631967,98.87971313075182,657.4649142178584,4.0,30.0,7.5
4x4,10.0,MHMD2,267.24664180396843,24.499014877818112,50.50646782973439,97.518445417719,659.2883849722367,4.0,30.0,7.5
4x4,10.0,HBLD1,261.1848734859371,24.768247734883232,49.81396134282941,98.20814822342389,643.811121353872,5.0,30.0,6.0
4x4,11.0,HBLD2,83.50908408105175,9.341821199712198,32.21870409017276,97.60980000445335,672.0715838512004,5.0,33.0,6.6
4x4,12.0,FBLS,92.03611614366982,9.105840795000173,30.44795106482009,84.19744134678201,750.7708708213916,4.0,36.0,9.0
4x4,11.0,SFLD1,449.9792962794703,36.151856661889795,54.02758654998267,99.46093318029455,752.5694973357521,4.0,33.0,8.25
4x4,12.0,SFLD2,462.28059895671896,36.614463946207536,55.16270344048566,98.33582923628771,749.4350822603773,4.0,36.0,9.0
4x4,12.0,MHMD1,463.90878414508677,36.525945564181306,54.14250310127822,100.68680605905335,730.8355351912526,3.0,36.0,12.0
4x4,12.0,MHMD2,380.7244706725027,30.788129175477916,54.522819716903726,99.44125497004019,747.887858466377,4.0,36.0,9.0
4x4,12.0,HBLD1,387.1284008345495,31.527323100577,54.22877075343484,100.49552907053389,739.6973330642064,4.0,36.0,9.0
4x4,11.0,HBLD2,87.72827500906433,10.623984372873757,36.59185567245992,97.92625120792258,736.240621543302,3.0,33.0,11.0
6x6,5.0,FBLS,23.861804921461466,7.156123103780863,26.094336346658377,66.13907256347531,1320.0666473797562,6.0,15.0,2.5
6x6,4.0,SFLD1,41.71356299531818,9.137714280099015,49.84062343920836,58.381860750883156,880.7875327550802,6.0,12.0,2.0
6x6,4.0,SFLD2,54.08587198384484,9.68504375521703,49.29086568943145,59.13804847594971,879.173438300336,5.0,12.0,2.4
6x6,4.0,MHMD1,40.5908242599122,9.60700911886445,50.242575332491725,57.74672224960974,870.6598200504486,6.0,12.0,2.0
6x6,4.0,MHMD2,39.53764472424819,8.846513465830354,49.079270855904575,58.5432274384087,913.6245997886342,5.0,12.0,2.4
6x6,5.0,HBLD1,40.79685806754188,8.761829819839429,49.261144405059504,59.500517504701506,911.8136445917702,6.0,15.0,2.5
6x6,3.0,HBLD2,23.197650947743615,6.854020392404574,27.478495838428476,78.39202013055882,1253.2308726632175,6.0,9.0,1.5
4x4,4.0,FBLS,32.94644699861779,7.543845113645579,28.65978527016508,74.68264250774668,671.5724857261247,5.0,12.0,2.4
4x4,4.0,SFLD1,65.9548482449937,10.629619972734265,46.11084140953641,79.87166841648529,409.25902390892486,4.0,12.0,3.0
4x4,5.0,SFLD2,34.42578675148864,10.429249510664839,46.73492928055111,79.8209592783914,419.43740006549814,4.0,15.0,3.75
4x4,4.0,MHMD1,49.204199133312876,9.969364706182017,46.21509341776454,79.72825025685513,406.7639856487456,4.0,12.0,3.0
4x4,3.0,MHMD2,46.064144911166444,9.736715172531627,45.65019193342406,79.44499275431978,408.0790903181971,3.0,9.0,3.0
4x4,4.0,HBLD1,41.61647037956041,9.554955231734699,45.00480504454109,81.5782375826658,431.58817895173405,3.0,12.0,4.0
4x4,4.0,HBLD2,23.113572536609084,6.571710334231126,28.67955378210867,93.48527752131216,648.9791282979958,4.0,12.0,3.0
4x4,7.0,FBLS,26.45498374872311,6.810290938462189,28.9873933380073,78.11691959197324,644.764904180808,4.0,21.0,5.25
4x4,7.0,SFLD1,101.8250246188175,14.010234430922814,43.88331814690389,89.81498092550687,495.9986924917635,4.0,21.0,5.25
4x4,7.0,SFLD2,109.93603770167722,14.67911937858431,44.62131681400546,90.69378535565781,504.93730892417864,4.0,21.0,5.25
4x4,6.0,MHMD1,109.12792988757185,15.18063962235413,44.8413180399097,89.73201722620534,497.1003189362611,4.0,18.0,4.5
4x4,6.0,MHMD2,84.13880891776371,12.906761507497848,43.84296694638373,90.6324845430813,501.85137531161763,4.0,18.0,4.5
4x4,5.0,HBLD1,90.68206107450737,13.013613763028596,43.88426724491825,90.30946243515456,501.31740605775354,4.0,15.0,3.75
4x4,6.0,HBLD2,49.715486042657254,8.132769040648848,28.899479736383082,94.36591531665823,611.950956323641,4.0,18.0,4.5
4x4,8.0,FBLS,38.62124840397516,7.700349671366584,28.468820379493636,78.4106725820814,630.1917909051482,3.0,24.0,8.0
4x4,9.0,SFLD1,185.08116965286706,21.138909500277205,46.81612960110609,94.86134831511042,570.2402313278958,3.0,27.0,9.0
4x4,8.0,SFLD2,188.07787509001065,21.848213334873073,47.58533578042865,93.91453381888975,583.5229873793244,4.0,24.0,6.0
4x4,8.0,MHMD1,186.2173946755834,22.049028760859734,46.654082371747016,95.06945740535477,578.9458916269691,3.0,24.0,8.0
4x4,7.0,MHMD2,164.13403547154812,18.854810576891545,45.057077244384,95.42747010244793,576.1449130036996,3.0,21.0,7.0
4x4,8.0,HBLD1,148.33091142401437,18.702473847924825,45.650736630061914,95.4115365243228,567.4864583638029,3.0,24.0,8.0
4x4,8.0,HBLD2,46.0317003625281,8.023479184833757,29.427538796665186,95.77005976217083,588.1766206282953,4.0,24.0,6.0
4x4,9.0,FBLS,70.12955510812495,8.236765165036717,28.223522576993947,82.36920670990699,663.036531431861,4.0,27.0,6.75
4x4,10.0,SFLD1,292.07548742765283,28.07181894462901,51.373130574212055,98.28109889319924,654.4547770281548,4.0,30.0,7.5
4x4,10.0,SFLD2,308.9925035290367,28.559951721595226,50.211999493067154,97.19567844430641,647.0548066420193,5.0,30.0,6.0
4x4,10.0,MHMD1,306.55689160821396,28.386874624245063,51.134031455017805,99.32543816302905,646.5896106344826,4.0,30.0,7.5
4x4,10.0,MHMD2,261.6324855254723,25.119288175899865,49.78028581739156,98.1918767107364,660.177109339074,4.0,30.0,7.5
4x4,10.0,HBLD1,253.48208186779448,24.293361123727028,50.96936627472166,97.45569434831265,665.6552027873385,4.0,30.0,7.5
4x4,10.0,HBLD2,80.3407767800223,8.52149603735593,31.85367417339015,96.76308166538367,680.738573414792,4.0,30.0,7.5
4x4,12.0,FBLS,81.86150692931668,9.499333882107171,30.15083155760406,82.3512829535518,745.2087309644137,5.0,36.0,7.2
4x4,12.0,SFLD1,458.37073612851754,36.84376355782972,54.96164869118588,100.87077918168454,729.7661555391645,4.0,36.0,9.0
4x4,12.0,SFLD2,461.40452999918654,37.72651085812693,54.25921288262521,100.68797544458141,743.6279228464813,4.0,36.0,9.0
4x4,11.0,MHMD1,455.1121847809187,36.30904124055539,54.98328231217631,100.46455198428534,757.8787781370595,3.0,33.0,11.0
4x4,12.0,MHMD2,389.447672745976,31.04271410122463,53.94966187788157,100.6211416884108,738.977481041539,4.0,36.0,9.0
4x4,12.0,HBLD1,380.28046361866615,31.824748625894824,53.89800085466499,101.07798969404432,756.5813877890824,4.0,36.0,9.0
4x4,13.0,HBLD2,109.05779026049416,9.740359327549386,36.75994190988286,97.49143067662631,747.3672437323811,5.0,39.0,7.8
6x6,5.0,FBLS,37.83116331026123,7.438987493546504,26.101532951882053,68.54695393801524,1321.5015541849978,6.0,15.0,2.5
6x6,4.0,SFLD1,36.19371466966609,9.034506529989194,49.60267707062271,58.90799929908506,882.745394936108,6.0,12.0,2.0
6x6,4.0,SFLD2,44.49818970579586,9.900842776516766,49.845296595861264,59.339451177407334,846.6256105736825,6.0,12.0,2.0
6x6,4.0,MHMD1,33.762505395427056,8.731570994442471,48.63387195258308,59.734917932544036,873.3409543514678,6.0,12.0,2.0
6x6,4.0,MHMD2,35.72493161301802,8.72150963803641,49.009215932517186,57.40104786104508,912.994547351238,6.0,12.0,2.0
6x6,4.0,HBLD1,46.05351777689349,8.047258817799369,48.883267179158956,59.01392781589152,904.6442738164262,7.0,12.0,1.7142857142857142
6x6,5.0,HBLD2,24.272237686592053,7.778095058997527,26.50162825457776,78.55810960666174,1261.0865629151874,7.0,15.0,2.142857142857143
4x4,5.0,FBLS,32.93115589383498,7.253473954385213,28.610920104726198,76.86505636730925,696.5674284575097,4.0,15.0,3.75
4x4,5.0,SFLD1,49.25169425748481,9.876774096014591,46.464532126266256,79.88721597912038,415.2142537815757,3.0,15.0,5.0
4x4,3.0,SFLD2,59.11010311476728,10.347417983301845,46.988666738969236,78.83681913059225,419.040255029018,5.0,9.0,1.8
4x4,4.0,MHMD1,48.64342478627208,9.767484736844986,46.82212207733146,80.23602469326799,411.5504949112502,5.0,12.0,2.4
4x4,4.0,MHMD2,54.90255628974647,9.172822307021077,45.54332301357103,80.46192454478674,428.28066999895907,4.0,12.0,3.0
4x4,4.0,HBLD1,39.75814914418341,9.12841217346719,45.78072796247362,81.07512401646198,407.33125638332547,4.0,12.0,3.0
4x4,4.0,HBLD2,39.28032517073055,6.9879766557306535,28.617033473325545,94.84964806274837,621.7313284375401,5.0,12.0,2.4
4x4,5.0,FBLS,39.183373554817045,6.768595282162444,28.791039675286793,77.78793316389665,650.3222217066877,3.0,15.0,5.0
4x4,6.0,SFLD1,106.61029024920063,15.458342061312484,44.72126017807916,90.02436332626631,516.7429509597084,3.0,18.0,6.0
4x4,5.0,SFLD2,97.16377276734828,15.178402361990106,44.22292741997614,89.38346711958025,508.47813639687524,4.0,15.0,3.75
4x4,5.0,MHMD1,108.82699472045641,15.129617800891992,44.247951409567364,90.25945956047798,488.76957700062366,4.0,15.0,3.75
4x4,5.0,MHMD2,94.34058319175939,12.739126645719976,44.44195902485501,90.41915376374978,501.71338777870477,4.0,15.0,3.75
4x4,6.0,HBLD1,87.01683079251059,13.268034364161045,43.63365974265944,90.98926151404179,490.45488702128443,4.0,18.0,4.5
4x4,6.0,HBLD2,26.220035524301842,8.01598012958632,30.58676644695928,96.14911328486514,619.2370939234974,4.0,18.0,4.5
4x4,8.0,FBLS,41.358250619366586,7.763259740383392,27.845937445735927,80.28857957274194,630.0791144522309,4.0,24.0,6.0
4x4,9.0,SFLD1,178.6572271468335,21.648022354917952,46.63141176797374,94.77875941932963,588.7238799925508,4.0,27.0,6.75
4x4,8.0,SFLD2,189.1737602766794,21.329324669188285,47.10701213454022,94.7896577034418,564.3697834025478,4.0,24.0,6.0
4x4,9.0,MHMD1,183.02072994600084,21.73642058446943,46.96287773698261,92.90237298299635,567.3022288191473,4.0,27.0,6.75
4x4,8.0,MHMD2,155.41142759460405,18.241928096184296,45.169695441624086,94.86293381742865,578.9314979152705,3.0,24.0,8.0
4x4,8.0,HBLD1,154.59920260660093,18.41737135989629,46.00497957118975,95.94107887926661,569.5807958595392,4.0,24.0,6.0
4x4,8.0,HBLD2,62.687067363454226,7.14610136046768,30.86127578818276,97.09552514421732,576.0454054267421,3.0,24.0,8.0
4x4,10.0,FBLS,65.84517992159735,8.302942661834994,29.32294963729591,81.20866660218257,665.3166859749497,4.0,30.0,7.5
4x4,10.0,SFLD1,304.8606233954547,29.02176391255803,51.20649775450024,98.07783929713912,653.7081781161284,4.0,30.0,7.5
4x4,10.0,SFLD2,299.36203815049913,28.633469854124066,50.63542978916307,97.84598113117607,684.7226175904725,4.0,30.0,7.5
4x4,10.0,MHMD1,303.3305571786489,29.475143863399126,51.04128973201585,98.42186941247242,657.4497143538546,4.0,30.0,7.5
4x4,10.0,MHMD2,250.0744449134783,24.766611362225586,50.27436049618304,99.77721869631446,660.0191969798719,4.0,30.0,7.5
4x4,10.0,HBLD1,258.9529732039979,24.739784018340796,50.79179889695335,98.79423169348122,665.5676708648862,5.0,30.0,6.0
4x4,10.0,HBLD2,69.19467469475595,8.998734884325016,32.47724586943034,96.82085897903141,647.9237293738689,3.0,30.0,10.0
4x4,12.0,FBLS,94.75796327160481,8.408372948926772,30.556417253382918,83.28861475659203,750.6192850329455,3.0,36.0,12.0
4x4,13.0,SFLD1,456.2143995699816,36.29377124576961,54.75246313697101,100.89862864110721,748.9869420348484,4.0,39.0,9.75
4x4,12.0,SFLD2,467.5418727793736,36.693958635635646,53.951896407162,99.05694921909003,742.2364635849538,4.0,36.0,9.0
4x4,12.0,MHMD1,473.9944596655095,36.6978928567108,53.93595532087543,99.57697681660946,748.326914043411,4.0,36.0,9.0
4x4,12.0,MHMD2,387.98740953914165,31.571090786322042,54.20746994491315,100.72521154035596,749.8353274256816,4.0,36.0,9.0
4x4,12.0,HBLD1,396.80604837403234,30.971683343528266,54.57009921286778,101.10812454392239,759.6751886766688,3.0,36.0,12.0
4x4,11.0,HBLD2,112.30660895669249,10.383690466167288,37.40920394270638,98.04903280022029,770.083434893974,4.0,33.0,8.25
6x6,4.0,FBLS,16.46860186994938,6.852209242598385,26.19299120738895,67.87245659911679,1304.8066388122143,5.0,12.0,2.4
6x6,5.0,SFLD1,45.396449102235636,9.671099924302116,48.99960253501155,59.791570555534975,851.9018645803149,6.0,15.0,2.5
6x6,5.0,SFLD2,48.022638776982284,9.61782343390648,50.11677985893679,59.71146981344121,865.5841053587503,5.0,15.0,3.0
6x6,3.0,MHMD1,48.6721130412354,8.940906321229992,49.31732126443001,59.66987975482899,844.2640770463119,6.0,9.0,1.5
6x6,4.0,MHMD2,42.52917943513896,7.622265386114285,47.78857401824842,59.35639142391358,920.2663141712064,6.0,12.0,2.0
6x6,3.0,HBLD1,42.44240436019,8.251139668846276,48.28416814655973,59.454725093247276,915.0250650092743,5.0,9.0,1.8
6x6,4.0,HBLD2,27.204233570552102,6.606857866631757,27.1161990407141,77.85535090733306,1265.6592538942064,5.0,12.0,2.4
4x4,4.0,FBLS,19.54149974891696,7.6776420587836585,28.777840153064844,76.29322550074112,673.7821821721246,4.0,12.0,3.0
4x4,4.0,SFLD1,59.940338969113036,10.363289387510244,46.84073550660499,79.60987737160505,409.6150046541974,4.0,12.0,3.0
4x4,4.0,SFLD2,54.58760281443785,10.89403980782557,46.818388303219606,79.20226729604205,415.5383348052003,4.0,12.0,3.0
4x4,4.0,MHMD1,49.4993282520996,9.27925662293995,45.90755819443815,79.242458830908,420.3855200902576,4.0,12.0,3.0
4x4,3.0,MHMD2,35.76359608597372,9.939724236606606,45.50878779162529,80.70868176275077,429.0226403261441,4.0,9.0,2.25
4x4,4.0,HBLD1,49.065499365259484,8.795127161825276,45.957724991753324,81.9827279221626,426.5704477302289,3.0,12.0,4.0
4x4,5.0,HBLD2,28.27027061270314,6.788618947368782,28.932347665976103,93.33186112457949,642.8356132452616,4.0,15.0,3.75
4x4,6.0,FBLS,39.06182827650129,6.934167496339306,29.143626298258024,77.98735811379153,636.7411761304651,4.0,18.0,4.5
4x4,6.0,SFLD1,93.25295015340387,15.846583561785195,44.77415887956027,88.86649918122417,486.1034888446787,4.0,18.0,4.5
4x4,7.0,SFLD2,101.10279593853247,14.906144788771902,43.83591389678762,89.6362969569133,488.6158398257837,4.0,21.0,5.25
4x4,6.0,MHMD1,107.1520394545854,15.017392416255609,44.50952660773307,89.20831430704312,500.1745628574895,5.0,18.0,3.6
4x4,6.0,MHMD2,101.82700250396401,12.95164351736781,44.17192640730802,90.28143002810515,484.05384569827476,4.0,18.0,4.5
4x4,6.0,HBLD1,87.81863018884732,13.531725442064284,43.318638092725514,90.4617687750487,499.96838696319,5.0,18.0,3.6
4x4,7.0,HBLD2,50.292168683080185,7.824416193995685,30.160809579562617,94.8293211838188,617.6544866460422,3.0,21.0,7.0
4x4,8.0,FBLS,54.14818170919323,8.022309625739563,28.692425010063264,78.7611728470108,606.2337649020368,3.0,24.0,8.0
4x4,8.0,SFLD1,187.7231729426102,22.613793237184666,46.61144951831075,95.77409766088562,569.0415625039694,4.0,24.0,6.0
4x4,8.0,SFLD2,179.33780532272797,21.779887042873096,46.87585240192458,95.38994531265011,589.8711194518297,5.0,24.0,4.8
4x4,8.0,MHMD1,179.61950913681864,21.644276913193025,46.67932408130884,94.75444965405829,586.4853276127297,5.0,24.0,4.8
4x4,7.0,MHMD2,162.56552207791998,17.979795483170996,45.703642936822156,94.74371653186897,571.3596506102319,4.0,21.0,5.25
4x4,8.0,HBLD1,154.8671349267653,19.470005879683303,45.99365061238526,95.38571328180278,569.556974288387,4.0,24.0,6.0
4x4,8.0,HBLD2,48.65913502237437,7.602664731691726,29.76130144750401,96.69654182949002,562.9443499292894,4.0,24.0,6.0
4x4,10.0,FBLS,64.3246468356032,7.732226852120552,29.13403883306127,82.19455856523487,677.0380387463377,4.0,30.0,7.5
4x4,10.0,SFLD1,302.42755858306265,28.834704135492405,50.80860551111125,98.53498039287176,663.0611977351247,4.0,30.0,7.5
4x4,9.0,SFLD2,309.5913983457859,28.346704579187175,51.03338125817525,98.65846700568024,681.0684143414301,3.0,27.0,9.0
4x4,10.0,MHMD1,300.1284326785456,27.535826557130726,51.173090350029725,96.8292828717306,660.7869226900588,4.0,30.0,7.5
4x4,10.0,MHMD2,262.0316604023353,24.8425308545439,49.7566364630577,98.13037924116344,665.4215620704384,3.0,30.0,10.0
4x4,10.0,HBLD1,259.59883961533933,25.20984553536912,50.164542133279596,98.98074004700443,671.3700823060489,4.0,30.0,7.5
4x4,9.0,HBLD2,65.64543822958159,9.145438660995891,31.07720858779298,96.65478034343056,678.6753474294895,4.0,27.0,6.75
4x4,13.0,FBLS,91.73178477522212,9.00662596800725,30.295809623201873,84.13893825885425,750.5461599535987,3.0,39.0,13.0
4x4,12.0,SFLD1,443.20826660377793,36.72632553960131,54.78885914013386,101.16626950045746,745.6735241807803,4.0,36.0,9.0
4x4,11.0,SFLD2,455.1359128424881,36.802111414871874,54.98064445850873,100.76058226893988,745.9232121025733,4.0,33.0,8.25
4x4,12.0,MHMD1,464.2761112582899,36.78751477565031,54.790494862903614,100.41351426529975,735.4297264711809,5.0,36.0,7.2
4x4,11.0,MHMD2,387.9083810348379,31.26106873483978,54.420761593705585,99.96676670748342,741.9181062424146,4.0,33.0,8.25
4x4,12.0,HBLD1,376.0835976302303,31.302078841057636,54.199837006678806,100.44454424931006,746.1505348275261,5.0,36.0,7.2
4x4,12.0,HBLD2,99.71899816347198,11.091145131415132,36.49098578726039,96.76795693166241,759.1543532286877,4.0,36.0,9.0
6x6,4.0,FBLS,8.554245303003732,7.035093328438944,26.08951821495043,67.75816879410183,1310.9774665833604,7.0,12.0,1.7142857142857142
6x6,4.0,SFLD1,35.6156971379594,9.660114814667509,49.569690061490526,58.974238335101205,874.9646351381557,5.0,12.0,2.4
6x6,4.0,SFLD2,48.54660125629286,9.924198586276042,49.33946884439474,59.48060819894474,863.7802501555635,7.0,12.0,1.7142857142857142
6x6,4.0,MHMD1,40.89895291455229,9.924232945810413,49.6352347868653,59.18302160783464,876.7324918459623,5.0,12.0,2.4
6x6,4.0,MHMD2,42.473588196649594,9.150878482344085,48.28499208029493,59.591416199175484,920.5331703461933,6.0,12.0,2.0
6x6,3.0,HBLD1,41.42181502215727,8.339243336595699,48.70170757355267,59.995205515317735,919.8732714584304,7.0,9.0,1.2857142857142858
6x6,5.0,HBLD2,27.389256206755253,6.630972347114234,27.372394354958935,77.98494335618015,1271.6354385654345,6.0,15.0,2.5
4x4,4.0,FBLS,20.363532160257336,6.12760781123213,28.14701479359008,76.21952120389233,664.6686195407821,4.0,12.0,3.0
4x4,5.0,SFLD1,39.5355279054192,9.959954982423668,46.499182017220484,79.46755980690223,423.10583966980283,5.0,15.0,3.0
4x4,5.0,SFLD2,52.81161478767481,10.242021364153892,46.38118985339848,79.2026352651999,434.0236093146733,3.0,15.0,5.0
4x4,5.0,MHMD1,55.8951518508507,10.630312915491455,47.3397990266549,79.31473305664622,421.8345723819592,4.0,15.0,3.75
4x4,4.0,MHMD2,54.31786381927412,9.824329977885679,45.55400928920049,80.13002946754757,407.68592935187496,4.0,12.0,3.0
4x4,4.0,HBLD1,50.224420871508,9.449474777896944,45.19035831083592,79.89431512122728,427.8442616997763,4.0,12.0,3.0
4x4,4.0,HBLD2,42.59544268869037,7.570049022221449,28.94994912537351,94.7854011030424,629.5669413434118,4.0,12.0,3.0
4x4,5.0,FBLS,47.16887090178452,7.1934639738271215,28.904666330352217,77.63712509213047,647.2080554839412,4.0,15.0,3.75
4x4,6.0,SFLD1,108.88663896005446,15.522909747788196,45.45422218315182,89.30506544339973,498.49968796875976,3.0,18.0,6.0
4x4,5.0,SFLD2,107.07340403731912,15.49772575854191,44.74899842620497,89.56527864990682,500.1427895080952,4.0,15.0,3.75
4x4,7.0,MHMD1,112.19753598560929,15.087392239518337,43.79629805660695,90.58342851097338,497.30952317785636,4.0,21.0,5.25
4x4,7.0,MHMD2,74.30825326908598,13.240619995286139,43.47818154980806,91.1012086784714,490.79572057082555,4.0,21.0,5.25
4x4,5.0,HBLD1,85.96962654901441,13.69603066743495,43.57918939506334,90.10127133797582,507.02828515614124,3.0,15.0,5.0
4x4,6.0,HBLD2,28.07401150857538,8.333671417052747,29.27334566237889,95.95386441026274,609.9144354434983,5.0,18.0,3.6
4x4,7.0,FBLS,53.3120801341359,7.785189960041979,27.864391432171868,80.00084691033015,637.4095400041203,3.0,21.0,7.0
4x4,7.0,SFLD1,181.15183414948595,20.93184436562428,47.19243899722546,94.28733647666282,566.3856613485628,4.0,21.0,5.25
4x4,8.0,SFLD2,206.46968392033438,20.933528880283795,46.55192262453133,94.52801109830007,581.7762383454757,4.0,24.0,6.0
4x4,8.0,MHMD1,182.66480219186082,21.214709122923022,47.49124749091081,95.7398394411721,567.6876213112205,4.0,24.0,6.0
4x4,8.0,MHMD2,159.12573316182463,18.607147567382814,46.11374852294614,96.69480687215943,571.5190510108725,5.0,24.0,4.8
4x4,8.0,HBLD1,155.70309015270115,18.582999740765278,45.89304690019768,95.53956338803113,574.656664168002,3.0,24.0,8.0
4x4,7.0,HBLD2,49.51058370572373,8.091138364934093,28.624471164040898,96.0887704011801,601.7498915967003,5.0,21.0,4.2
4x4,10.0,FBLS,57.1519734667207,8.487272705423242,29.769146279686137,81.60814647908985,675.4424773241586,4.0,30.0,7.5
4x4,9.0,SFLD1,294.9156889666928,28.652700312477815,51.06427312422185,97.47040020862372,671.2034665512546,4.0,27.0,6.75
4x4,9.0,SFLD2,288.8638755064836,28.541475995906016,50.72497443346836,97.56585912944475,662.9852800641997,3.0,27.0,9.0
4x4,10.0,MHMD1,307.20049494129705,28.89629000940379,50.52273840486449,97.50145720163422,664.4977782302128,4.0,30.0,7.5
4x4,11.0,MHMD2,253.7824903235874,25.076739566549865,51.01150032185229,98.27800915183518,675.0364800367781,4.0,33.0,8.25
4x4,10.0,HBLD1,269.6516647576952,24.833300641519756,49.79317532785679,98.40907755356481,669.5134020424579,4.0,30.0,7.5
4x4,10.0,HBLD2,68.53800026983927,8.674318038143495,31.811363131211394,97.1629158111136,662.8359846502485,4.0,30.0,7.5
4x4,12.0,FBLS,99.68433450880444,8.718189549195614,30.630628488965925,83.1949757549037,760.1782778318361,4.0,36.0,9.0
4x4,12.0,SFLD1,471.73996108467,36.190667655983795,55.383649614303465,100.47832035635797,753.6098692560536,3.0,36.0,12.0
4x4,11.0,SFLD2,469.75340867071276,36.81221907406846,54.6210450845909,99.82980837445291,748.0190122352558,3.0,33.0,11.0
4x4,13.0,MHMD1,462.7399851536292,37.01698948127315,54.383859791037644,99.87187160644764,741.1647173918947,5.0,39.0,7.8
